n,median_exposure,mean_roi_res,med_roi_res,mean_copyable_roi,sd_copyable_roi,sharpe_copyable,pnl,split,axis,price_q,price_min,price_max,bin,mean_price
1210,2.5139082767975935,-0.5696745960398996,-0.8723723310419167,0.4558747304157647,2.4796021412125975,0.1838499502959893,667.270288799997,train,marg,2,0.12,0.3,40-60,0.1955833962497835
1252,4.40935,-0.5638865881016764,-0.8722928172299679,0.41038629562858137,2.372393627849213,0.17298406588650017,1179.7353179052184,train,marg,2,0.12,0.3,60-80,0.1955833962497835
865,7.8134282399999995,-0.5441504457482405,-0.8723182962161664,0.5634828603289151,2.512007536091846,0.22431575233471457,2590.411796283468,train,marg,2,0.12,0.3,80-100,0.1955833962497835
1860,0.30915839500000003,-0.8411582870104446,-0.8741080215618615,1.3027194253388308,17.326870337307238,0.07518492376167259,599.7320463380951,train,marg,0,0.0010000000000000009,0.03428571428571429,0-20,0.015374692098269612
1406,0.5054684100000002,-0.8345817490414725,-0.8738721262514069,1.807362260835153,22.488642147365173,0.08036778072200808,465.7541182172716,train,marg,0,0.0010000000000000009,0.03428571428571429,20-40,0.015374692098269612
857,0.840628908,-0.8106295258420979,-0.8738101075060619,4.035413882242361,27.829899533676205,0.14500281890558808,1207.3797712282735,train,marg,0,0.0010000000000000009,0.03428571428571429,40-60,0.015374692098269612
510,1.6622642595000001,-0.7913552046867516,-0.8738689665702426,2.8224691169487675,16.708961619383786,0.16891948053040404,1317.2158160876018,train,marg,0,0.0010000000000000009,0.03428571428571429,60-80,0.015374692098269612
271,3.0000080000000007,-0.8072270316663938,-0.8738101075060619,2.6687791974985386,17.233739556168135,0.1548578118405738,1568.7616509600234,train,marg,0,0.0010000000000000009,0.03428571428571429,80-100,0.015374692098269612
927,0.4575029205332172,-0.741338590844561,-0.8731105295898414,0.7253906891955169,5.171301183925844,0.1402723731215418,39.30173179806802,train,marg,1,0.03428571428571429,0.12,0-20,0.06917645446511425
1225,0.9990000000000007,-0.6894042664271575,-0.8730532258202848,1.2561072757139093,5.55668316576408,0.2260534276010294,766.7465213304565,train,marg,1,0.03428571428571429,0.12,20-40,0.06917645446511425
1142,1.6708918749999992,-0.6845552014103986,-0.87301573268523,1.2746089042922255,5.58554232373599,0.2281978777379813,1109.7487642801673,train,marg,1,0.03428571428571429,0.12,40-60,0.06917645446511425
1053,2.415965879999999,-0.7024123172669335,-0.8730532258202848,1.2054717049684958,5.6535111503238555,0.21322531660690924,1336.4610313556611,train,marg,1,0.03428571428571429,0.12,60-80,0.06917645446511425
